SubscriberKey,EmailAddress,Status,Country,Source,DateCreated
L1111,lead1111@example.com,Active,BR,referral,2023-02-19 17:50:00+0000
L1112,lead1112@example.com,Active,DE,referral,2023-08-28 11:11:00+0000
L1113,lead1113@example.com,Active,SE,organic,2023-04-11 23:29:00+0000
L1114,lead1114@example.com,Active,GB,organic,2023-07-16 00:49:00+0000
L1115,lead1115@example.com,Active,GB,referral,2023-12-20 17:28:00+0000
L1116,lead1116@example.com,Active,GB,organic,2024-02-01 13:34:00+0000
L1117,lead1117@example.com,Active,JP,referral,2023-04-25 01:49:00+0000
L1118,lead1118@example.com,Active,JP,referral,2023-07-07 22:57:00+0000
L1119,lead1119@example.com,Active,NG,referral,2023-11-25 15:17:00+0000
L1120,lead1120@example.com,Active,IN,organic,2023-05-14 17:40:00+0000
L1121,lead1121@example.com,Active,US,ads,2023-01-19 13:12:00+0000
L1122,lead1122@example.com,Unsubscribed,JP,event,2023-08-21 07:40:00+0000
L1123,lead1123@example.com,Unsubscribed,GB,referral,2024-01-26 15:44:00+0000
L1124,lead1124@example.com,Active,NG,ads,2023-08-29 13:37:00+0000
L1125,lead1125@example.com,Active,SE,event,2023-12-11 15:40:00+0000
L1126,lead1126@example.com,Active,NG,ads,2023-11-13 19:08:00+0000
L1127,lead1127@example.com,Active,JP,event,2023-10-30 21:50:00+0000
L1128,lead1128@example.com,Active,JP,referral,2024-01-27 14:22:00+0000
L1129,lead1129@example.com,Unsubscribed,US,referral,2023-07-28 16:08:00+0000
L1130,lead1130@example.com,Active,JP,event,2023-02-15 05:15:00+0000
L1131,lead1131@example.com,Active,JP,webform,2023-10-19 03:15:00+0000
L1132,lead1132@example.com,Active,NG,organic,2023-12-05 04:58:00+0000
L1133,lead1133@example.com,Active,BR,referral,2023-12-16 09:38:00+0000
L1134,lead1134@example.com,Active,JP,organic,2023-01-12 07:51:00+0000
L1135,lead1135@example.com,Active,US,event,2023-06-02 14:19:00+0000
L1136,lead1136@example.com,Active,IN,ads,2023-07-18 05:12:00+0000
L1137,lead1137@example.com,Active,BR,organic,2023-09-01 21:16:00+0000
L1138,lead1138@example.com,Active,DE,ads,2023-04-13 03:22:00+0000
L1139,lead1139@example.com,Active,NG,ads,2023-01-22 16:34:00+0000
L1140,lead1140@example.com,Unsubscribed,GB,webform,2023-02-05 21:47:00+0000
L1141,lead1141@example.com,Unsubscribed,IN,referral,2023-05-17 14:41:00+0000
L1142,lead1142@example.com,Active,JP,referral,2023-06-14 16:55:00+0000
L1143,lead1143@example.com,Unsubscribed,BR,webform,2023-10-02 00:38:00+0000
L1144,lead1144@example.com,Active,IN,webform,2023-02-16 15:43:00+0000
L1145,lead1145@example.com,Active,DE,ads,2023-02-07 23:52:00+0000
L1146,lead1146@example.com,Unsubscribed,SE,referral,2023-12-10 08:36:00+0000
L1147,lead1147@example.com,Active,JP,ads,2023-04-15 04:21:00+0000
L1148,lead1148@example.com,Active,DE,event,2023-11-21 05:45:00+0000
L1149,lead1149@example.com,Unsubscribed,BR,webform,2023-03-02 06:59:00+0000
L1150,lead1150@example.com,Active,IN,referral,2023-04-01 22:43:00+0000
L1151,lead1151@example.com,Active,JP,event,2023-03-13 04:12:00+0000
L1152,lead1152@example.com,Active,DE,organic,2024-02-05 17:46:00+0000
L1153,lead1153@example.com,Unsubscribed,NG,referral,2023-10-05 03:30:00+0000
L1154,lead1154@example.com,Active,JP,webform,2023-04-23 21:40:00+0000
L1155,lead1155@example.com,Active,GB,organic,2023-07-11 20:24:00+0000
L1156,lead1156@example.com,Active,BR,referral,2023-08-04 04:14:00+0000
L1157,lead1157@example.com,Active,BR,ads,2023-01-01 16:59:00+0000
L1158,lead1158@example.com,Active,JP,ads,2024-01-25 11:19:00+0000
L1159,lead1159@example.com,Active,BR,ads,2023-10-26 07:28:00+0000
L1160,lead1160@example.com,Unsubscribed,JP,referral,2023-08-06 23:00:00+0000
L1161,lead1161@example.com,Unsubscribed,JP,ads,2023-09-21 07:57:00+0000
L1162,lead1162@example.com,Unsubscribed,NG,referral,2023-12-24 05:33:00+0000
L1163,lead1163@example.com,Active,JP,ads,2023-10-07 05:33:00+0000
L1164,lead1164@example.com,Active,BR,event,2023-09-29 01:00:00+0000
L1165,lead1165@example.com,Active,GB,event,2023-12-21 02:54:00+0000
L1166,lead1166@example.com,Active,IN,referral,2023-04-02 03:59:00+0000
L1167,lead1167@example.com,Active,BR,ads,2023-08-09 22:23:00+0000
L1168,lead1168@example.com,Active,JP,webform,2023-08-10 10:36:00+0000
L1169,lead1169@example.com,Active,SE,event,2023-09-26 10:10:00+0000
L1170,lead1170@example.com,Active,DE,webform,2023-08-22 07:03:00+0000
L1171,lead1171@example.com,Active,NG,webform,2023-04-11 19:38:00+0000
L1172,lead1172@example.com,Active,JP,event,2023-01-11 23:24:00+0000
L1173,lead1173@example.com,Active,SE,event,2023-10-05 09:47:00+0000
L1174,lead1174@example.com,Active,SE,organic,2023-03-19 05:25:00+0000
L1175,lead1175@example.com,Active,DE,event,2023-03-13 15:13:00+0000
L1176,lead1176@example.com,Active,DE,event,2023-01-04 00:49:00+0000
L1177,lead1177@example.com,Active,SE,event,2023-03-26 13:21:00+0000
L1178,lead1178@example.com,Active,US,ads,2023-05-24 22:01:00+0000
L1179,lead1179@example.com,Active,GB,webform,2023-07-23 10:27:00+0000
L1180,lead1180@example.com,Active,JP,referral,2023-08-28 04:39:00+0000
L1181,lead1181@example.com,Unsubscribed,DE,ads,2023-04-22 17:41:00+0000
L1182,lead1182@example.com,Active,NG,event,2023-04-21 20:43:00+0000
L1183,lead1183@example.com,Active,BR,ads,2023-08-08 04:33:00+0000
L1184,lead1184@example.com,Active,SE,ads,2023-05-20 20:57:00+0000
L1185,lead1185@example.com,Active,IN,referral,2023-12-07 03:43:00+0000
L1186,lead1186@example.com,Unsubscribed,SE,ads,2024-01-10 10:59:00+0000
L1187,lead1187@example.com,Active,US,referral,2023-10-01 09:48:00+0000
L1188,lead1188@example.com,Unsubscribed,GB,organic,2023-08-21 02:00:00+0000
L1189,lead1189@example.com,Unsubscribed,DE,referral,2023-01-05 09:45:00+0000
L1190,lead1190@example.com,Active,GB,ads,2023-06-10 13:35:00+0000
L1191,lead1191@example.com,Active,US,organic,2023-09-21 21:56:00+0000
L1192,lead1192@example.com,Active,IN,event,2023-07-18 14:20:00+0000
L1193,lead1193@example.com,Active,IN,event,2023-08-29 12:45:00+0000
L1194,lead1194@example.com,Active,NG,referral,2023-03-13 01:01:00+0000
L1195,lead1195@example.com,Active,BR,referral,2023-07-20 15:10:00+0000
L1196,lead1196@example.com,Active,GB,organic,2023-02-21 06:31:00+0000
L1197,lead1197@example.com,Unsubscribed,US,organic,2023-06-01 05:10:00+0000
L1198,lead1198@example.com,Active,DE,webform,2023-11-24 09:45:00+0000
L1199,lead1199@example.com,Unsubscribed,DE,organic,2023-01-13 00:48:00+0000
L1200,lead1200@example.com,Active,JP,organic,2023-01-05 16:43:00+0000
L1201,lead1201@example.com,Unsubscribed,GB,referral,2024-01-11 23:22:00+0000
L1202,lead1202@example.com,Active,US,referral,2023-10-09 13:25:00+0000
L1203,lead1203@example.com,Active,US,webform,2023-12-26 05:35:00+0000
L1204,lead1204@example.com,Active,IN,event,2024-01-09 01:35:00+0000
L1205,lead1205@example.com,Active,BR,ads,2023-06-16 18:12:00+0000
L1206,lead1206@example.com,Unsubscribed,DE,ads,2023-11-17 20:45:00+0000
L1207,lead1207@example.com,Active,SE,ads,2023-02-11 04:45:00+0000
L1208,lead1208@example.com,Active,GB,referral,2023-01-19 20:47:00+0000
L1209,lead1209@example.com,Active,GB,referral,2023-11-15 03:02:00+0000
L1210,lead1210@example.com,Unsubscribed,IN,event,2023-10-18 23:06:00+0000
L1211,lead1211@example.com,Unsubscribed,DE,ads,2023-07-02 23:34:00+0000
L1212,lead1212@example.com,Active,IN,ads,2023-08-26 17:09:00+0000
L1213,lead1213@example.com,Active,JP,referral,2024-01-09 20:43:00+0000
L1214,lead1214@example.com,Active,DE,ads,2023-11-08 23:28:00+0000
L1215,lead1215@example.com,Active,JP,webform,2023-09-25 13:59:00+0000
L1216,lead1216@example.com,Active,US,organic,2023-06-23 16:33:00+0000
L1217,lead1217@example.com,Active,SE,event,2023-06-22 11:34:00+0000
L1218,lead1218@example.com,Active,US,ads,2023-09-04 08:42:00+0000
L1219,lead1219@example.com,Unsubscribed,BR,referral,2023-03-09 17:13:00+0000
L1220,lead1220@example.com,Unsubscribed,SE,webform,2023-03-10 06:08:00+0000
L1221,lead1221@example.com,Active,IN,referral,2023-06-22 09:00:00+0000
L1222,lead1222@example.com,Active,BR,event,2023-09-25 14:59:00+0000
L1223,lead1223@example.com,Active,IN,event,2023-06-25 04:20:00+0000
L1224,lead1224@example.com,Active,SE,referral,2023-10-30 06:16:00+0000
L1225,lead1225@example.com,Active,SE,referral,2023-12-27 13:52:00+0000
L1226,lead1226@example.com,Active,BR,organic,2023-05-18 16:13:00+0000
L1227,lead1227@example.com,Active,US,webform,2023-01-30 08:07:00+0000
L1228,lead1228@example.com,Active,US,event,2023-09-28 19:31:00+0000
L1229,lead1229@example.com,Active,DE,organic,2023-03-05 07:42:00+0000
L1230,lead1230@example.com,Unsubscribed,SE,webform,2023-07-10 08:51:00+0000
L1231,lead1231@example.com,Active,SE,ads,2023-04-17 16:16:00+0000
L1232,lead1232@example.com,Active,DE,organic,2024-01-05 02:57:00+0000
L1233,lead1233@example.com,Active,SE,event,2023-03-28 22:13:00+0000
L1234,lead1234@example.com,Unsubscribed,GB,event,2023-03-09 00:08:00+0000
L1235,lead1235@example.com,Active,DE,organic,2023-08-01 22:01:00+0000
L1236,lead1236@example.com,Active,NG,webform,2024-01-20 14:43:00+0000
L1237,lead1237@example.com,Active,NG,ads,2023-09-05 18:17:00+0000
L1238,lead1238@example.com,Active,GB,organic,2023-01-16 04:02:00+0000
L1239,lead1239@example.com,Unsubscribed,JP,organic,2023-09-02 22:46:00+0000
L1240,lead1240@example.com,Active,GB,organic,2023-03-20 08:35:00+0000
L1241,lead1241@example.com,Active,JP,ads,2023-01-24 01:05:00+0000
L1242,lead1242@example.com,Active,NG,event,2023-10-09 09:02:00+0000
L1243,lead1243@example.com,Active,IN,webform,2023-10-29 01:14:00+0000
L1244,lead1244@example.com,Unsubscribed,US,ads,2023-11-09 17:09:00+0000
L1245,lead1245@example.com,Active,US,referral,2023-05-03 17:35:00+0000
L1246,lead1246@example.com,Active,NG,organic,2023-09-30 01:04:00+0000
L1247,lead1247@example.com,Active,NG,webform,2023-11-05 06:58:00+0000
L1248,lead1248@example.com,Active,IN,organic,2024-01-08 12:19:00+0000
L1249,lead1249@example.com,Active,SE,referral,2023-08-20 13:04:00+0000
L1250,lead1250@example.com,Unsubscribed,NG,ads,2023-02-26 11:23:00+0000
L1251,lead1251@example.com,Active,BR,ads,2023-10-20 20:18:00+0000
L1252,lead1252@example.com,Active,NG,webform,2023-03-28 20:33:00+0000
L1253,lead1253@example.com,Active,NG,webform,2023-11-02 03:32:00+0000
L1254,lead1254@example.com,Active,BR,referral,2023-03-03 22:48:00+0000
L1255,lead1255@example.com,Unsubscribed,US,organic,2023-04-24 03:44:00+0000
L1256,lead1256@example.com,Active,NG,event,2023-02-08 00:07:00+0000
L1257,lead1257@example.com,Active,DE,organic,2023-08-07 09:18:00+0000
L1258,lead1258@example.com,Active,US,event,2023-05-27 01:28:00+0000
L1259,lead1259@example.com,Active,BR,ads,2023-10-18 21:15:00+0000
L1260,lead1260@example.com,Active,BR,webform,2023-06-11 11:03:00+0000
L1261,lead1261@example.com,Unsubscribed,SE,referral,2023-02-02 02:35:00+0000
L1262,lead1262@example.com,Unsubscribed,US,event,2023-07-30 11:17:00+0000
L1263,lead1263@example.com,Active,BR,event,2023-08-10 18:22:00+0000
L1264,lead1264@example.com,Active,US,ads,2023-09-01 11:41:00+0000
L1265,lead1265@example.com,Active,SE,ads,2023-05-14 20:00:00+0000
L1266,lead1266@example.com,Active,NG,referral,2023-06-07 12:12:00+0000
L1267,lead1267@example.com,Active,IN,webform,2023-08-06 08:56:00+0000
L1268,lead1268@example.com,Active,SE,ads,2023-07-01 20:53:00+0000
L1269,lead1269@example.com,Active,SE,ads,2023-05-24 14:54:00+0000
L1270,lead1270@example.com,Active,DE,event,2023-11-11 02:37:00+0000
L1271,lead1271@example.com,Unsubscribed,NG,referral,2023-03-15 02:13:00+0000
L1272,lead1272@example.com,Active,SE,webform,2023-11-16 03:41:00+0000
L1273,lead1273@example.com,Unsubscribed,GB,webform,2023-05-02 20:27:00+0000
L1274,lead1274@example.com,Active,US,organic,2023-01-20 14:08:00+0000
L1275,lead1275@example.com,Active,NG,event,2023-06-13 18:59:00+0000
L1276,lead1276@example.com,Active,US,ads,2023-12-26 04:33:00+0000
L1277,lead1277@example.com,Active,NG,referral,2024-01-31 12:31:00+0000
L1278,lead1278@example.com,Active,NG,ads,2023-05-02 05:05:00+0000
L1279,lead1279@example.com,Active,BR,webform,2023-04-24 08:01:00+0000
L1280,lead1280@example.com,Active,US,event,2023-03-03 03:08:00+0000
L1281,lead1281@example.com,Active,GB,ads,2023-12-05 03:56:00+0000
L1282,lead1282@example.com,Unsubscribed,IN,referral,2024-01-06 02:04:00+0000
L1283,lead1283@example.com,Active,GB,event,2023-05-15 14:24:00+0000
L1284,lead1284@example.com,Active,US,webform,2023-08-12 16:10:00+0000
L1285,lead1285@example.com,Unsubscribed,US,event,2023-02-14 05:10:00+0000
L1286,lead1286@example.com,Active,NG,ads,2023-12-13 02:04:00+0000
L1287,lead1287@example.com,Active,JP,event,2023-06-19 17:11:00+0000
L1288,lead1288@example.com,Active,BR,event,2023-06-21 00:38:00+0000
L1289,lead1289@example.com,Active,GB,webform,2023-03-12 10:24:00+0000
L1290,lead1290@example.com,Active,GB,ads,2023-12-09 06:45:00+0000
L1291,lead1291@example.com,Active,DE,webform,2023-10-08 04:26:00+0000
L1292,lead1292@example.com,Active,NG,ads,2023-12-24 09:40:00+0000
L1293,lead1293@example.com,Active,US,organic,2023-01-04 18:34:00+0000
L1294,lead1294@example.com,Active,NG,ads,2023-05-04 10:54:00+0000
L1295,lead1295@example.com,Active,GB,organic,2024-01-11 12:24:00+0000
L1296,lead1296@example.com,Active,BR,referral,2023-09-30 14:09:00+0000
L1297,lead1297@example.com,Active,NG,ads,2023-10-23 13:12:00+0000
L1298,lead1298@example.com,Active,JP,event,2024-01-28 20:25:00+0000
L1299,lead1299@example.com,Unsubscribed,NG,organic,2023-10-28 17:02:00+0000
L1300,lead1300@example.com,Active,IN,referral,2023-05-10 12:11:00+0000
L1301,lead1301@example.com,Active,DE,referral,2023-06-08 07:54:00+0000
L1302,lead1302@example.com,Active,NG,ads,2023-05-20 20:16:00+0000
L1303,lead1303@example.com,Active,JP,referral,2023-09-13 12:50:00+0000
L1304,lead1304@example.com,Unsubscribed,US,ads,2023-08-19 06:24:00+0000
L1305,lead1305@example.com,Active,IN,event,2023-11-28 12:44:00+0000
L1306,lead1306@example.com,Active,NG,ads,2023-03-11 22:28:00+0000
L1307,lead1307@example.com,Active,DE,referral,2023-10-07 03:21:00+0000
L1308,lead1308@example.com,Active,DE,ads,2024-01-16 04:10:00+0000
L1309,lead1309@example.com,Active,JP,ads,2023-09-12 07:58:00+0000
L1310,lead1310@example.com,Active,DE,event,2023-10-11 16:13:00+0000
L1311,lead1311@example.com,Active,SE,organic,2023-02-08 21:11:00+0000
L1312,lead1312@example.com,Unsubscribed,DE,event,2023-04-15 04:37:00+0000
L1313,lead1313@example.com,Active,JP,ads,2023-06-22 17:29:00+0000
L1314,lead1314@example.com,Unsubscribed,SE,webform,2023-06-26 07:49:00+0000
L1315,lead1315@example.com,Active,BR,ads,2023-08-05 07:17:00+0000
L1316,lead1316@example.com,Active,DE,ads,2023-06-20 16:11:00+0000
L1317,lead1317@example.com,Active,US,ads,2023-11-29 11:56:00+0000
L1318,lead1318@example.com,Active,JP,event,2023-03-16 23:02:00+0000
L1319,lead1319@example.com,Active,NG,event,2023-09-08 18:26:00+0000
L1320,lead1320@example.com,Active,BR,event,2023-03-27 23:21:00+0000
L1321,lead1321@example.com,Active,BR,webform,2023-04-16 12:16:00+0000
L1322,lead1322@example.com,Active,DE,referral,2024-01-15 23:36:00+0000
L1323,lead1323@example.com,Active,GB,referral,2024-01-25 01:56:00+0000
L1324,lead1324@example.com,Active,GB,referral,2023-12-10 12:57:00+0000
L1325,lead1325@example.com,Unsubscribed,US,referral,2023-03-20 08:20:00+0000
L1326,lead1326@example.com,Active,IN,event,2023-11-18 13:33:00+0000
L1327,lead1327@example.com,Active,DE,referral,2023-10-27 20:39:00+0000
L1328,lead1328@example.com,Active,NG,event,2023-12-03 23:18:00+0000
L1329,lead1329@example.com,Active,IN,ads,2023-03-23 15:51:00+0000
L1330,lead1330@example.com,Active,BR,organic,2023-03-15 03:59:00+0000
L1331,lead1331@example.com,Active,JP,webform,2023-12-09 18:41:00+0000
L1332,lead1332@example.com,Active,US,organic,2023-09-18 15:40:00+0000
L1333,lead1333@example.com,Active,DE,webform,2023-03-29 09:47:00+0000
L1334,lead1334@example.com,Active,US,referral,2023-04-13 18:27:00+0000
L1335,lead1335@example.com,Active,GB,organic,2024-01-26 23:55:00+0000
L1336,lead1336@example.com,Active,GB,organic,2023-01-27 04:08:00+0000
L1337,lead1337@example.com,Active,GB,event,2023-11-14 21:03:00+0000
L1338,lead1338@example.com,Unsubscribed,NG,webform,2024-01-19 04:19:00+0000
L1339,lead1339@example.com,Active,JP,referral,2024-01-06 14:10:00+0000
L1340,lead1340@example.com,Unsubscribed,BR,webform,2023-02-12 19:37:00+0000
L1341,lead1341@example.com,Active,GB,referral,2023-11-14 01:20:00+0000
L1342,lead1342@example.com,Unsubscribed,IN,webform,2023-04-12 07:23:00+0000
L1343,lead1343@example.com,Unsubscribed,SE,webform,2024-01-18 16:45:00+0000
L1344,lead1344@example.com,Active,DE,event,2023-10-20 04:03:00+0000
L1345,lead1345@example.com,Active,IN,referral,2023-10-05 20:58:00+0000
L1346,lead1346@example.com,Active,NG,event,2023-12-10 20:41:00+0000
L1347,lead1347@example.com,Active,SE,referral,2023-01-15 15:18:00+0000
L1348,lead1348@example.com,Unsubscribed,SE,referral,2023-04-22 14:32:00+0000
L1349,lead1349@example.com,Unsubscribed,IN,organic,2023-03-19 18:11:00+0000
L1350,lead1350@example.com,Unsubscribed,SE,referral,2023-09-07 15:58:00+0000
L1351,lead1351@example.com,Active,JP,organic,2024-01-05 13:45:00+0000
L1352,lead1352@example.com,Active,JP,webform,2023-05-07 11:43:00+0000
L1353,lead1353@example.com,Active,SE,webform,2023-06-18 22:44:00+0000
L1354,lead1354@example.com,Active,NG,organic,2023-06-18 15:45:00+0000
L1355,lead1355@example.com,Unsubscribed,JP,event,2023-01-01 17:31:00+0000
L1356,lead1356@example.com,Active,JP,ads,2023-11-14 13:40:00+0000
L1357,lead1357@example.com,Active,SE,event,2023-03-18 07:16:00+0000
L1358,lead1358@example.com,Active,GB,referral,2023-07-18 20:11:00+0000
L1359,lead1359@example.com,Active,NG,ads,2023-11-03 17:14:00+0000
L1360,lead1360@example.com,Active,DE,referral,2023-03-27 10:53:00+0000
L1361,lead1361@example.com,Unsubscribed,SE,webform,2023-01-10 19:00:00+0000
L1362,lead1362@example.com,Active,DE,referral,2023-12-19 19:44:00+0000
L1363,lead1363@example.com,Active,SE,organic,2023-06-13 18:54:00+0000
L1364,lead1364@example.com,Active,SE,webform,2023-12-14 01:15:00+0000
L1365,lead1365@example.com,Active,US,webform,2024-01-29 14:40:00+0000
L1366,lead1366@example.com,Active,IN,event,2023-05-31 18:46:00+0000
L1367,lead1367@example.com,Active,DE,webform,2023-09-17 03:54:00+0000
L1368,lead1368@example.com,Active,BR,ads,2023-04-14 17:05:00+0000
L1369,lead1369@example.com,Active,NG,referral,2023-03-18 16:19:00+0000
L1370,lead1370@example.com,Active,JP,webform,2023-07-11 03:28:00+0000
L1371,lead1371@example.com,Active,DE,event,2024-01-05 08:54:00+0000
L1372,lead1372@example.com,Unsubscribed,DE,event,2023-02-09 16:11:00+0000
L1373,lead1373@example.com,Unsubscribed,DE,event,2023-01-06 18:15:00+0000
L1374,lead1374@example.com,Active,GB,ads,2023-03-25 16:30:00+0000
L1375,lead1375@example.com,Unsubscribed,DE,event,2023-06-29 03:38:00+0000
L1376,lead1376@example.com,Unsubscribed,SE,ads,2023-11-01 19:18:00+0000
L1377,lead1377@example.com,Active,IN,event,2023-06-20 09:39:00+0000
L1378,lead1378@example.com,Unsubscribed,JP,webform,2023-02-03 16:39:00+0000
L1379,lead1379@example.com,Unsubscribed,BR,organic,2023-10-29 15:54:00+0000
L1380,lead1380@example.com,Active,SE,ads,2023-11-25 12:17:00+0000
L1381,lead1381@example.com,Active,SE,ads,2023-01-27 17:58:00+0000
L1382,lead1382@example.com,Active,GB,organic,2023-11-11 12:10:00+0000
L1383,lead1383@example.com,Active,US,ads,2023-03-08 05:34:00+0000
L1384,lead1384@example.com,Active,DE,referral,2024-01-09 07:53:00+0000
L1385,lead1385@example.com,Active,US,organic,2023-07-13 23:58:00+0000
L1386,lead1386@example.com,Unsubscribed,JP,referral,2023-05-06 09:56:00+0000
L1387,lead1387@example.com,Active,US,webform,2023-06-14 08:19:00+0000
L1388,lead1388@example.com,Active,DE,event,2023-02-05 19:32:00+0000
L1389,lead1389@example.com,Active,IN,ads,2023-01-24 05:40:00+0000
L1390,lead1390@example.com,Active,US,organic,2023-11-03 15:52:00+0000
L1391,lead1391@example.com,Active,GB,organic,2023-06-17 17:35:00+0000
L1392,lead1392@example.com,Active,NG,webform,2024-01-05 15:15:00+0000
L1393,lead1393@example.com,Active,DE,organic,2023-06-29 18:26:00+0000
L1394,lead1394@example.com,Active,JP,organic,2023-02-06 06:31:00+0000
L1395,lead1395@example.com,Active,JP,event,2023-12-05 23:29:00+0000
L1396,lead1396@example.com,Active,JP,webform,2023-01-23 04:08:00+0000
L1397,lead1397@example.com,Unsubscribed,JP,webform,2023-12-08 13:43:00+0000
L1398,lead1398@example.com,Active,DE,organic,2023-11-17 05:54:00+0000
L1399,lead1399@example.com,Active,DE,webform,2024-01-11 20:45:00+0000
L1400,lead1400@example.com,Unsubscribed,SE,ads,2023-08-09 17:52:00+0000
L1401,lead1401@example.com,Active,US,event,2023-07-19 22:57:00+0000
L1402,lead1402@example.com,Active,NG,ads,2023-11-21 18:26:00+0000
L1403,lead1403@example.com,Active,BR,referral,2023-10-04 17:58:00+0000
L1404,lead1404@example.com,Active,BR,webform,2023-12-28 21:05:00+0000
L1405,lead1405@example.com,Active,SE,webform,2023-07-04 11:15:00+0000
L1406,lead1406@example.com,Active,SE,webform,2023-10-31 16:15:00+0000
L1407,lead1407@example.com,Active,SE,referral,2023-12-29 17:32:00+0000
L1408,lead1408@example.com,Active,US,ads,2024-01-01 03:45:00+0000
L1409,lead1409@example.com,Active,DE,event,2023-05-13 04:43:00+0000
L1410,lead1410@example.com,Active,BR,webform,2023-10-22 01:00:00+0000
L1411,lead1411@example.com,Active,US,referral,2023-12-20 23:19:00+0000
L1412,lead1412@example.com,Active,GB,webform,2024-01-19 13:15:00+0000
L1413,lead1413@example.com,Unsubscribed,GB,ads,2023-06-05 20:58:00+0000
L1414,lead1414@example.com,Active,GB,organic,2023-07-01 02:44:00+0000
L1415,lead1415@example.com,Unsubscribed,NG,ads,2023-05-11 03:38:00+0000
L1416,lead1416@example.com,Active,GB,webform,2024-02-03 10:32:00+0000
L1417,lead1417@example.com,Active,IN,referral,2023-06-27 00:49:00+0000
L1418,lead1418@example.com,Active,GB,referral,2023-03-21 22:21:00+0000
L1419,lead1419@example.com,Active,DE,event,2023-09-06 17:40:00+0000
L1420,lead1420@example.com,Active,BR,event,2023-09-05 15:30:00+0000
L1421,lead1421@example.com,Active,JP,ads,2023-01-27 18:36:00+0000
L1422,lead1422@example.com,Active,BR,webform,2023-03-18 08:51:00+0000
L1423,lead1423@example.com,Active,GB,event,2023-06-27 20:35:00+0000
L1424,lead1424@example.com,Active,DE,organic,2023-05-13 19:56:00+0000
L1425,lead1425@example.com,Active,NG,referral,2023-07-29 01:23:00+0000
L1426,lead1426@example.com,Active,US,webform,2023-08-05 02:53:00+0000
L1427,lead1427@example.com,Active,GB,referral,2023-03-16 02:44:00+0000
L1428,lead1428@example.com,Unsubscribed,JP,organic,2023-04-06 06:16:00+0000
L1429,lead1429@example.com,Unsubscribed,GB,referral,2023-04-18 00:59:00+0000
L1430,lead1430@example.com,Unsubscribed,US,event,2023-05-18 17:51:00+0000
L1431,lead1431@example.com,Unsubscribed,DE,webform,2023-02-13 09:08:00+0000
L1432,lead1432@example.com,Active,BR,organic,2023-05-28 18:51:00+0000
L1433,lead1433@example.com,Active,SE,referral,2023-01-01 12:48:00+0000
L1434,lead1434@example.com,Active,SE,event,2023-07-05 06:14:00+0000
L1435,lead1435@example.com,Active,JP,webform,2023-11-28 10:29:00+0000
L1436,lead1436@example.com,Active,JP,event,2023-09-23 18:49:00+0000
L1437,lead1437@example.com,Active,BR,webform,2023-03-31 22:21:00+0000
L1438,lead1438@example.com,Active,JP,event,2023-12-09 16:30:00+0000
L1439,lead1439@example.com,Active,US,event,2023-12-09 17:00:00+0000
L1440,lead1440@example.com,Active,JP,ads,2023-12-04 20:55:00+0000
L1441,lead1441@example.com,Active,NG,referral,2024-01-31 16:10:00+0000
L1442,lead1442@example.com,Unsubscribed,BR,webform,2023-10-06 16:28:00+0000
L1443,lead1443@example.com,Active,BR,ads,2023-04-21 04:14:00+0000
L1444,lead1444@example.com,Unsubscribed,NG,ads,2023-05-20 17:35:00+0000
L1445,lead1445@example.com,Active,NG,organic,2023-09-26 18:59:00+0000
L1446,lead1446@example.com,Active,SE,event,2023-11-19 07:33:00+0000
L1447,lead1447@example.com,Unsubscribed,BR,organic,2023-11-26 14:05:00+0000
L1448,lead1448@example.com,Active,JP,ads,2023-12-03 08:40:00+0000
L1449,lead1449@example.com,Active,IN,event,2023-07-04 11:00:00+0000
L1450,lead1450@example.com,Active,NG,webform,2023-12-22 03:26:00+0000
L1451,lead1451@example.com,Active,JP,organic,2023-03-22 19:43:00+0000
L1452,lead1452@example.com,Active,JP,webform,2024-01-15 20:57:00+0000
L1453,lead1453@example.com,Active,NG,webform,2023-08-02 07:05:00+0000
L1454,lead1454@example.com,Active,NG,event,2023-10-07 08:11:00+0000
L1455,lead1455@example.com,Active,GB,event,2023-12-17 20:48:00+0000
L1456,lead1456@example.com,Active,GB,referral,2023-02-12 03:36:00+0000
L1457,lead1457@example.com,Active,US,event,2024-01-07 22:10:00+0000
L1458,lead1458@example.com,Active,DE,ads,2024-01-20 16:15:00+0000
L1459,lead1459@example.com,Unsubscribed,BR,organic,2023-04-05 14:54:00+0000
L1460,lead1460@example.com,Unsubscribed,NG,event,2024-01-04 00:37:00+0000
L1461,lead1461@example.com,Active,GB,organic,2024-01-09 13:57:00+0000
L1462,lead1462@example.com,Active,GB,organic,2023-05-18 12:56:00+0000
L1463,lead1463@example.com,Active,JP,event,2023-09-10 03:17:00+0000
L1464,lead1464@example.com,Active,GB,referral,2023-10-13 11:51:00+0000
L1465,lead1465@example.com,Unsubscribed,SE,ads,2023-08-12 10:27:00+0000
L1466,lead1466@example.com,Active,US,ads,2023-09-01 14:49:00+0000
L1467,lead1467@example.com,Active,NG,organic,2024-01-21 16:01:00+0000
L1468,lead1468@example.com,Active,GB,webform,2023-01-20 00:37:00+0000
L1469,lead1469@example.com,Active,NG,event,2023-10-14 23:14:00+0000
L1470,lead1470@example.com,Unsubscribed,NG,organic,2023-05-30 04:52:00+0000
L1471,lead1471@example.com,Active,BR,event,2023-06-29 12:35:00+0000
