id,name,email,source,country,status,created_at
778,Devin Khan,lead778@example.com,webform,IN,MQL,2023-03-11 23:17:00+0000
779,Casey Silva,lead779@example.com,ads,GB,NEW,2023-04-20 12:44:00+0000
780,Casey Mori,lead780@example.com,ads,DE,MQL,2023-12-01 01:36:00+0000
781,Sasha Khan,lead781@example.com,webform,IN,NEW,2023-06-08 01:54:00+0000
782,Avery Haddad,lead782@example.com,ads,NG,NEW,2023-02-23 20:33:00+0000
783,Sasha Garcia,lead783@example.com,referral,GB,MQL,2023-10-23 06:10:00+0000
784,Rowan Mori,lead784@example.com,organic,GB,NEW,2023-05-23 16:32:00+0000
785,Noa Patel,lead785@example.com,referral,JP,NEW,2023-01-23 18:29:00+0000
786,Avery Smith,lead786@example.com,organic,DE,NEW,2023-11-26 02:54:00+0000
787,Quinn Larsson,lead787@example.com,ads,US,SQL,2023-04-24 06:40:00+0000
788,Avery Okafor,lead788@example.com,webform,NG,NEW,2023-11-07 16:35:00+0000
789,Morgan Silva,lead789@example.com,webform,BR,CUSTOMER,2023-03-16 02:38:00+0000
790,Sasha Garcia,lead790@example.com,organic,IN,NEW,2024-01-12 03:15:00+0000
791,Noa Larsson,lead791@example.com,ads,JP,MQL,2023-03-12 18:55:00+0000
792,Morgan Smith,lead792@example.com,ads,BR,DISQUALIFIED,2023-10-15 13:59:00+0000
793,Noa Smith,lead793@example.com,ads,GB,CUSTOMER,2023-10-25 08:30:00+0000
794,Rowan Patel,lead794@example.com,referral,NG,NEW,2023-09-15 09:52:00+0000
795,Jordan Okafor,lead795@example.com,event,GB,DISQUALIFIED,2023-04-02 00:02:00+0000
796,Avery Smith,lead796@example.com,webform,DE,CUSTOMER,2024-02-02 10:50:00+0000
797,Rowan Cohen,lead797@example.com,organic,DE,NEW,2023-11-15 18:20:00+0000
798,Casey Patel,lead798@example.com,organic,IN,SQL,2023-09-25 13:42:00+0000
799,Kai Khan,lead799@example.com,organic,GB,CUSTOMER,2023-09-05 14:45:00+0000
800,Riley Smith,lead800@example.com,event,IN,MQL,2024-02-04 23:57:00+0000
801,Riley Mori,lead801@example.com,webform,US,DISQUALIFIED,2023-07-14 03:03:00+0000
802,Rowan Khan,lead802@example.com,ads,GB,DISQUALIFIED,2023-01-02 20:40:00+0000
803,Rowan Rossi,lead803@example.com,organic,IN,DISQUALIFIED,2023-06-11 00:36:00+0000
804,Sasha Cohen,lead804@example.com,event,GB,NEW,2023-03-03 15:26:00+0000
805,Devin Cohen,lead805@example.com,organic,NG,MQL,2023-10-07 12:05:00+0000
806,Noa Khan,lead806@example.com,organic,NG,DISQUALIFIED,2023-04-22 01:43:00+0000
807,Quinn Garcia,lead807@example.com,ads,DE,MQL,2023-04-25 02:32:00+0000
808,Sasha Mori,lead808@example.com,webform,NG,DISQUALIFIED,2023-07-17 17:12:00+0000
809,Noa Okafor,lead809@example.com,ads,IN,NEW,2023-12-26 19:01:00+0000
810,Morgan Smith,lead810@example.com,event,BR,DISQUALIFIED,2023-02-27 23:03:00+0000
811,Sasha Mori,lead811@example.com,webform,US,NEW,2023-04-26 17:19:00+0000
812,Riley Larsson,lead812@example.com,ads,JP,DISQUALIFIED,2023-09-27 20:58:00+0000
813,Kai Larsson,lead813@example.com,organic,NG,DISQUALIFIED,2023-02-23 23:36:00+0000
814,Morgan Nguyen,lead814@example.com,referral,US,DISQUALIFIED,2023-03-29 01:03:00+0000
815,Riley Patel,lead815@example.com,webform,SE,SQL,2023-04-29 21:20:00+0000
816,Quinn Garcia,lead816@example.com,webform,DE,MQL,2023-11-19 09:02:00+0000
817,Rowan Mori,lead817@example.com,ads,SE,NEW,2023-05-30 17:19:00+0000
818,Jordan Smith,lead818@example.com,ads,DE,SQL,2023-08-13 17:15:00+0000
819,Jordan Rossi,lead819@example.com,webform,SE,MQL,2023-04-27 02:17:00+0000
820,Casey Mori,lead820@example.com,webform,DE,NEW,2023-06-18 13:41:00+0000
821,Kai Rossi,lead821@example.com,organic,IN,DISQUALIFIED,2023-07-24 08:46:00+0000
822,Noa Okafor,lead822@example.com,organic,GB,MQL,2023-05-19 11:13:00+0000
823,Morgan Silva,lead823@example.com,webform,SE,DISQUALIFIED,2023-09-02 09:49:00+0000
824,Kai Cohen,lead824@example.com,ads,DE,NEW,2023-01-14 08:43:00+0000
825,Noa Nguyen,lead825@example.com,ads,GB,CUSTOMER,2023-12-25 10:54:00+0000
826,Morgan Khan,lead826@example.com,event,US,SQL,2023-10-26 05:18:00+0000
827,Casey Smith,lead827@example.com,ads,NG,DISQUALIFIED,2023-11-01 04:50:00+0000
828,Rowan Patel,lead828@example.com,organic,JP,DISQUALIFIED,2024-01-17 03:03:00+0000
829,Riley Nguyen,lead829@example.com,referral,US,MQL,2023-12-18 12:11:00+0000
830,Riley Silva,lead830@example.com,webform,IN,NEW,2024-02-03 06:04:00+0000
831,Harper Khan,lead831@example.com,referral,BR,NEW,2023-11-28 00:31:00+0000
832,Riley Rossi,lead832@example.com,ads,DE,CUSTOMER,2023-12-22 23:42:00+0000
833,Sasha Garcia,lead833@example.com,event,US,MQL,2023-08-27 14:08:00+0000
834,Jordan Khan,lead834@example.com,referral,US,DISQUALIFIED,2023-12-02 02:57:00+0000
835,Harper Larsson,lead835@example.com,referral,NG,MQL,2023-12-04 09:31:00+0000
836,Riley Silva,lead836@example.com,event,SE,DISQUALIFIED,2023-04-28 16:38:00+0000
837,Avery Khan,lead837@example.com,webform,GB,CUSTOMER,2023-02-03 17:04:00+0000
838,Avery Khan,lead838@example.com,event,GB,DISQUALIFIED,2023-02-07 03:51:00+0000
839,Devin Patel,lead839@example.com,referral,US,CUSTOMER,2023-01-13 15:35:00+0000
840,Casey Silva,lead840@example.com,referral,DE,NEW,2023-06-24 23:14:00+0000
841,Devin Silva,lead841@example.com,ads,US,NEW,2024-01-10 03:27:00+0000
842,Morgan Mori,lead842@example.com,webform,SE,CUSTOMER,2023-04-19 11:25:00+0000
843,Casey Haddad,lead843@example.com,organic,GB,NEW,2023-08-10 22:21:00+0000
844,Rowan Silva,lead844@example.com,referral,US,NEW,2023-08-02 07:20:00+0000
845,Harper Rossi,lead845@example.com,referral,JP,MQL,2023-04-16 02:04:00+0000
846,Riley Cohen,lead846@example.com,ads,NG,CUSTOMER,2023-03-03 14:12:00+0000
847,Kai Mori,lead847@example.com,organic,BR,MQL,2023-02-18 08:24:00+0000
848,Jordan Mori,lead848@example.com,ads,SE,MQL,2023-03-21 08:38:00+0000
849,Riley Silva,lead849@example.com,webform,DE,NEW,2023-12-02 11:57:00+0000
850,Kai Haddad,lead850@example.com,referral,JP,MQL,2023-12-13 14:05:00+0000
851,Riley Khan,lead851@example.com,organic,GB,MQL,2023-01-07 04:36:00+0000
852,Kai Khan,lead852@example.com,referral,IN,DISQUALIFIED,2023-06-17 18:21:00+0000
853,Jordan Larsson,lead853@example.com,organic,SE,SQL,2023-11-18 05:48:00+0000
854,Avery Patel,lead854@example.com,organic,BR,SQL,2023-03-23 15:37:00+0000
855,Riley Haddad,lead855@example.com,event,GB,DISQUALIFIED,2023-05-05 11:45:00+0000
856,Kai Haddad,lead856@example.com,webform,SE,MQL,2023-12-13 02:13:00+0000
857,Sasha Larsson,lead857@example.com,ads,DE,MQL,2023-08-11 21:31:00+0000
858,Rowan Rossi,lead858@example.com,referral,BR,NEW,2023-03-30 21:14:00+0000
859,Morgan Nguyen,lead859@example.com,ads,IN,CUSTOMER,2023-09-03 19:33:00+0000
860,Devin Okafor,lead860@example.com,webform,SE,NEW,2023-01-08 18:50:00+0000
861,Noa Larsson,lead861@example.com,referral,US,CUSTOMER,2024-01-28 15:19:00+0000
862,Sasha Garcia,lead862@example.com,referral,SE,SQL,2023-04-04 20:41:00+0000
863,Harper Rossi,lead863@example.com,ads,NG,CUSTOMER,2023-06-04 16:02:00+0000
864,Riley Rossi,lead864@example.com,event,GB,MQL,2023-11-11 11:47:00+0000
865,Devin Patel,lead865@example.com,referral,DE,NEW,2023-12-19 08:23:00+0000
866,Riley Mori,lead866@example.com,organic,US,SQL,2023-08-12 11:19:00+0000
867,Jordan Haddad,lead867@example.com,event,NG,NEW,2023-09-06 00:54:00+0000
868,Sasha Okafor,lead868@example.com,ads,IN,MQL,2023-04-29 16:49:00+0000
869,Noa Larsson,lead869@example.com,event,GB,NEW,2023-09-09 13:29:00+0000
870,Avery Okafor,lead870@example.com,referral,NG,CUSTOMER,2023-11-09 21:13:00+0000
871,Riley Smith,lead871@example.com,event,IN,SQL,2024-01-22 17:27:00+0000
872,Morgan Smith,lead872@example.com,event,NG,MQL,2023-01-27 05:17:00+0000
873,Rowan Haddad,lead873@example.com,referral,BR,NEW,2023-10-27 04:41:00+0000
874,Sasha Cohen,lead874@example.com,event,SE,MQL,2023-03-22 10:03:00+0000
875,Avery Larsson,lead875@example.com,event,BR,DISQUALIFIED,2023-08-27 07:06:00+0000
876,Noa Nguyen,lead876@example.com,referral,US,SQL,2023-04-21 11:21:00+0000
877,Quinn Patel,lead877@example.com,referral,IN,DISQUALIFIED,2023-11-16 05:49:00+0000
878,Rowan Khan,lead878@example.com,referral,SE,NEW,2023-04-10 13:19:00+0000
879,Casey Patel,lead879@example.com,webform,GB,MQL,2023-03-12 03:08:00+0000
880,Jordan Cohen,lead880@example.com,ads,BR,NEW,2023-03-08 08:56:00+0000
881,Avery Garcia,lead881@example.com,referral,DE,MQL,2023-01-22 22:05:00+0000
882,Devin Smith,lead882@example.com,organic,US,DISQUALIFIED,2023-09-17 05:56:00+0000
883,Casey Patel,lead883@example.com,ads,GB,NEW,2024-01-12 22:56:00+0000
884,Jordan Nguyen,lead884@example.com,referral,GB,CUSTOMER,2023-06-11 00:18:00+0000
885,Sasha Khan,lead885@example.com,webform,JP,DISQUALIFIED,2023-08-11 10:28:00+0000
886,Kai Khan,lead886@example.com,referral,JP,SQL,2023-04-18 09:47:00+0000
887,Sasha Nguyen,lead887@example.com,ads,DE,CUSTOMER,2024-01-23 10:36:00+0000
888,Riley Nguyen,lead888@example.com,referral,IN,DISQUALIFIED,2023-05-06 21:47:00+0000
889,Quinn Silva,lead889@example.com,event,GB,DISQUALIFIED,2023-01-09 23:10:00+0000
890,Rowan Cohen,lead890@example.com,organic,DE,DISQUALIFIED,2023-08-20 04:06:00+0000
891,Quinn Smith,lead891@example.com,event,SE,CUSTOMER,2024-02-01 22:39:00+0000
892,Quinn Garcia,lead892@example.com,organic,NG,NEW,2024-01-09 21:07:00+0000
893,Kai Silva,lead893@example.com,organic,DE,CUSTOMER,2023-10-30 01:47:00+0000
894,Harper Okafor,lead894@example.com,referral,BR,SQL,2023-05-18 20:05:00+0000
895,Kai Nguyen,lead895@example.com,referral,US,SQL,2023-12-27 08:02:00+0000
896,Quinn Garcia,lead896@example.com,webform,IN,SQL,2023-08-02 03:44:00+0000
897,Riley Rossi,lead897@example.com,referral,SE,SQL,2023-04-24 18:35:00+0000
898,Sasha Mori,lead898@example.com,referral,GB,NEW,2023-12-19 13:58:00+0000
899,Devin Cohen,lead899@example.com,ads,NG,NEW,2023-06-08 21:41:00+0000
900,Noa Smith,lead900@example.com,event,NG,NEW,2023-12-18 16:07:00+0000
901,Morgan Okafor,lead901@example.com,webform,GB,NEW,2023-01-16 11:29:00+0000
902,Kai Nguyen,lead902@example.com,ads,NG,MQL,2023-08-09 04:53:00+0000
903,Avery Smith,lead903@example.com,webform,GB,DISQUALIFIED,2023-08-07 13:10:00+0000
904,Quinn Okafor,lead904@example.com,referral,BR,CUSTOMER,2023-10-13 03:08:00+0000
905,Jordan Cohen,lead905@example.com,event,US,DISQUALIFIED,2023-01-30 15:43:00+0000
906,Rowan Mori,lead906@example.com,ads,GB,SQL,2023-12-15 13:49:00+0000
907,Rowan Mori,lead907@example.com,webform,BR,CUSTOMER,2023-12-06 18:18:00+0000
908,Quinn Patel,lead908@example.com,organic,DE,NEW,2023-01-20 02:14:00+0000
909,Noa Garcia,lead909@example.com,event,DE,NEW,2023-10-09 14:05:00+0000
910,Harper Khan,lead910@example.com,webform,JP,CUSTOMER,2023-08-19 06:36:00+0000
911,Harper Rossi,lead911@example.com,event,JP,SQL,2024-01-01 01:28:00+0000
912,Kai Cohen,lead912@example.com,organic,SE,MQL,2023-03-21 20:45:00+0000
913,Morgan Rossi,lead913@example.com,ads,US,SQL,2023-09-02 10:44:00+0000
914,Riley Patel,lead914@example.com,event,BR,CUSTOMER,2023-04-07 12:00:00+0000
915,Casey Nguyen,lead915@example.com,webform,GB,CUSTOMER,2023-12-20 04:26:00+0000
916,Morgan Larsson,lead916@example.com,referral,JP,SQL,2023-12-27 12:32:00+0000
917,Harper Smith,lead917@example.com,event,JP,CUSTOMER,2024-01-05 17:57:00+0000
918,Sasha Rossi,lead918@example.com,webform,GB,CUSTOMER,2023-06-12 22:22:00+0000
919,Harper Mori,lead919@example.com,ads,BR,SQL,2023-03-19 10:13:00+0000
920,Morgan Nguyen,lead920@example.com,organic,JP,MQL,2023-12-31 04:07:00+0000
921,Morgan Cohen,lead921@example.com,ads,SE,SQL,2023-09-10 11:41:00+0000
922,Rowan Okafor,lead922@example.com,event,BR,SQL,2023-11-09 10:42:00+0000
923,Kai Garcia,lead923@example.com,organic,SE,DISQUALIFIED,2023-03-10 22:23:00+0000
924,Noa Cohen,lead924@example.com,referral,DE,DISQUALIFIED,2023-11-11 12:20:00+0000
925,Quinn Cohen,lead925@example.com,ads,JP,DISQUALIFIED,2024-01-13 04:12:00+0000
926,Noa Rossi,lead926@example.com,organic,BR,CUSTOMER,2023-06-10 16:15:00+0000
927,Jordan Haddad,lead927@example.com,event,SE,CUSTOMER,2023-11-30 07:05:00+0000
928,Avery Mori,lead928@example.com,event,US,SQL,2023-11-19 20:20:00+0000
929,Avery Rossi,lead929@example.com,event,GB,SQL,2023-12-19 04:14:00+0000
930,Kai Garcia,lead930@example.com,referral,DE,MQL,2023-02-16 14:41:00+0000
931,Jordan Larsson,lead931@example.com,ads,DE,CUSTOMER,2023-05-11 03:57:00+0000
932,Riley Khan,lead932@example.com,webform,US,MQL,2023-09-22 22:16:00+0000
933,Harper Nguyen,lead933@example.com,referral,SE,NEW,2023-06-11 17:12:00+0000
934,Jordan Larsson,lead934@example.com,referral,US,DISQUALIFIED,2023-02-28 08:48:00+0000
935,Noa Khan,lead935@example.com,ads,IN,NEW,2023-04-19 17:58:00+0000
936,Morgan Rossi,lead936@example.com,ads,NG,DISQUALIFIED,2023-06-26 22:55:00+0000
937,Rowan Cohen,lead937@example.com,referral,GB,DISQUALIFIED,2023-11-07 20:06:00+0000
938,Devin Mori,lead938@example.com,organic,JP,DISQUALIFIED,2023-05-19 12:52:00+0000
939,Morgan Smith,lead939@example.com,referral,SE,CUSTOMER,2023-11-22 07:10:00+0000
940,Noa Rossi,lead940@example.com,event,US,NEW,2023-08-27 05:36:00+0000
941,Morgan Larsson,lead941@example.com,event,NG,SQL,2024-01-07 23:16:00+0000
942,Rowan Rossi,lead942@example.com,organic,DE,MQL,2023-03-18 14:35:00+0000
943,Sasha Mori,lead943@example.com,referral,DE,DISQUALIFIED,2023-10-18 14:50:00+0000
944,Devin Cohen,lead944@example.com,ads,GB,CUSTOMER,2024-01-05 03:16:00+0000
945,Morgan Khan,lead945@example.com,organic,US,SQL,2023-12-13 00:23:00+0000
946,Avery Smith,lead946@example.com,event,IN,CUSTOMER,2023-02-04 14:47:00+0000
947,Kai Larsson,lead947@example.com,referral,NG,DISQUALIFIED,2023-07-10 08:47:00+0000
948,Noa Larsson,lead948@example.com,webform,GB,NEW,2023-03-05 01:46:00+0000
949,Harper Silva,lead949@example.com,referral,IN,DISQUALIFIED,2023-04-13 20:30:00+0000
950,Riley Okafor,lead950@example.com,event,US,DISQUALIFIED,2023-07-23 14:44:00+0000
951,Jordan Larsson,lead951@example.com,organic,US,MQL,2023-01-23 15:01:00+0000
952,Rowan Silva,lead952@example.com,webform,US,MQL,2023-11-05 13:51:00+0000
953,Noa Patel,lead953@example.com,ads,US,CUSTOMER,2023-11-01 15:36:00+0000
954,Rowan Garcia,lead954@example.com,organic,DE,MQL,2023-12-31 23:51:00+0000
955,Devin Silva,lead955@example.com,ads,IN,SQL,2023-03-31 03:22:00+0000
956,Riley Khan,lead956@example.com,organic,BR,DISQUALIFIED,2023-02-09 20:34:00+0000
957,Casey Smith,lead957@example.com,event,US,DISQUALIFIED,2023-01-22 17:27:00+0000
958,Quinn Nguyen,lead958@example.com,organic,NG,MQL,2023-07-25 16:11:00+0000
959,Jordan Garcia,lead959@example.com,event,SE,NEW,2023-11-20 23:46:00+0000
960,Sasha Mori,lead960@example.com,ads,JP,NEW,2023-04-14 03:10:00+0000
961,Quinn Smith,lead961@example.com,webform,GB,CUSTOMER,2023-03-15 17:25:00+0000
962,Jordan Garcia,lead962@example.com,event,US,CUSTOMER,2023-12-15 01:42:00+0000
963,Avery Rossi,lead963@example.com,event,SE,NEW,2023-07-26 22:32:00+0000
964,Harper Smith,lead964@example.com,organic,IN,NEW,2023-09-19 16:16:00+0000
965,Casey Cohen,lead965@example.com,ads,JP,MQL,2023-01-20 20:49:00+0000
966,Sasha Haddad,lead966@example.com,referral,DE,NEW,2024-01-23 18:26:00+0000
967,Jordan Silva,lead967@example.com,webform,GB,SQL,2023-04-20 08:21:00+0000
968,Sasha Larsson,lead968@example.com,ads,SE,CUSTOMER,2023-06-21 20:46:00+0000
969,Casey Nguyen,lead969@example.com,organic,JP,NEW,2023-07-30 17:36:00+0000
970,Riley Silva,lead970@example.com,webform,IN,DISQUALIFIED,2023-01-21 10:16:00+0000
971,Noa Rossi,lead971@example.com,referral,JP,MQL,2023-05-01 10:37:00+0000
972,Riley Garcia,lead972@example.com,organic,JP,CUSTOMER,2023-12-02 06:42:00+0000
973,Kai Silva,lead973@example.com,organic,IN,CUSTOMER,2023-08-15 04:54:00+0000
974,Devin Okafor,lead974@example.com,ads,BR,SQL,2023-05-01 04:02:00+0000
975,Quinn Okafor,lead975@example.com,event,BR,MQL,2023-03-31 11:38:00+0000
976,Jordan Garcia,lead976@example.com,webform,JP,NEW,2023-04-17 08:48:00+0000
977,Morgan Nguyen,lead977@example.com,referral,US,NEW,2023-02-07 11:23:00+0000
978,Quinn Cohen,lead978@example.com,referral,NG,MQL,2023-08-12 15:43:00+0000
979,Casey Rossi,lead979@example.com,event,BR,CUSTOMER,2023-03-04 05:43:00+0000
980,Noa Patel,lead980@example.com,organic,GB,SQL,2023-08-03 05:50:00+0000
981,Quinn Larsson,lead981@example.com,ads,US,SQL,2023-12-08 16:28:00+0000
982,Kai Garcia,lead982@example.com,event,BR,SQL,2023-03-26 20:24:00+0000
983,Harper Mori,lead983@example.com,event,GB,MQL,2023-02-02 05:48:00+0000
984,Morgan Rossi,lead984@example.com,webform,GB,DISQUALIFIED,2024-01-05 03:05:00+0000
985,Riley Cohen,lead985@example.com,webform,GB,SQL,2023-03-06 10:40:00+0000
986,Avery Patel,lead986@example.com,referral,NG,NEW,2023-11-09 08:07:00+0000
987,Jordan Okafor,lead987@example.com,referral,DE,DISQUALIFIED,2023-02-20 13:33:00+0000
988,Riley Okafor,lead988@example.com,referral,US,CUSTOMER,2024-02-01 10:44:00+0000
989,Morgan Patel,lead989@example.com,referral,IN,SQL,2023-08-31 05:53:00+0000
990,Harper Smith,lead990@example.com,ads,JP,DISQUALIFIED,2023-01-09 05:01:00+0000
991,Avery Larsson,lead991@example.com,organic,US,NEW,2024-01-02 23:09:00+0000
992,Morgan Khan,lead992@example.com,event,DE,DISQUALIFIED,2023-12-03 17:45:00+0000
993,Riley Rossi,lead993@example.com,webform,GB,MQL,2023-07-31 03:13:00+0000
994,Kai Mori,lead994@example.com,webform,GB,CUSTOMER,2023-01-03 14:02:00+0000
995,Sasha Khan,lead995@example.com,referral,BR,MQL,2023-06-29 18:39:00+0000
996,Devin Smith,lead996@example.com,ads,JP,NEW,2023-11-09 13:39:00+0000
997,Jordan Larsson,lead997@example.com,webform,BR,MQL,2023-03-11 05:53:00+0000
998,Sasha Rossi,lead998@example.com,event,DE,MQL,2023-12-17 21:22:00+0000
999,Avery Patel,lead999@example.com,webform,SE,CUSTOMER,2023-05-02 16:59:00+0000
1000,Jordan Silva,lead1000@example.com,ads,SE,DISQUALIFIED,2023-01-09 22:38:00+0000
1001,Kai Nguyen,lead1001@example.com,event,DE,MQL,2023-09-30 19:19:00+0000
1002,Quinn Haddad,lead1002@example.com,referral,US,CUSTOMER,2024-02-02 13:40:00+0000
1003,Riley Khan,lead1003@example.com,referral,GB,CUSTOMER,2023-12-12 18:20:00+0000
1004,Harper Haddad,lead1004@example.com,organic,BR,NEW,2023-01-02 00:03:00+0000
1005,Sasha Silva,lead1005@example.com,organic,BR,NEW,2023-06-30 14:55:00+0000
1006,Sasha Nguyen,lead1006@example.com,organic,NG,NEW,2023-06-15 11:36:00+0000
1007,Harper Cohen,lead1007@example.com,ads,GB,MQL,2023-04-03 16:58:00+0000
1008,Quinn Haddad,lead1008@example.com,ads,GB,SQL,2023-02-12 10:45:00+0000
1009,Casey Patel,lead1009@example.com,ads,IN,SQL,2023-09-12 13:17:00+0000
1010,Rowan Patel,lead1010@example.com,referral,DE,CUSTOMER,2023-09-25 01:53:00+0000
1011,Kai Patel,lead1011@example.com,referral,GB,NEW,2023-03-28 16:55:00+0000
1012,Rowan Khan,lead1012@example.com,webform,JP,MQL,2023-01-11 18:05:00+0000
1013,Casey Nguyen,lead1013@example.com,organic,GB,CUSTOMER,2023-10-06 10:41:00+0000
1014,Quinn Smith,lead1014@example.com,organic,IN,SQL,2023-03-09 20:06:00+0000
1015,Sasha Rossi,lead1015@example.com,event,NG,MQL,2023-04-29 12:03:00+0000
1016,Sasha Larsson,lead1016@example.com,ads,GB,CUSTOMER,2023-08-18 08:42:00+0000
1017,Riley Haddad,lead1017@example.com,ads,SE,NEW,2023-01-13 23:35:00+0000
1018,Morgan Okafor,lead1018@example.com,organic,US,CUSTOMER,2023-01-04 19:29:00+0000
1019,Riley Rossi,lead1019@example.com,organic,IN,DISQUALIFIED,2023-06-26 21:57:00+0000
1020,Quinn Patel,lead1020@example.com,webform,JP,NEW,2023-03-02 10:34:00+0000
1021,Kai Okafor,lead1021@example.com,referral,DE,DISQUALIFIED,2023-06-14 07:13:00+0000
1022,Harper Cohen,lead1022@example.com,webform,US,DISQUALIFIED,2023-08-14 22:47:00+0000
1023,Jordan Okafor,lead1023@example.com,event,NG,SQL,2023-07-12 07:00:00+0000
1024,Avery Nguyen,lead1024@example.com,ads,JP,DISQUALIFIED,2023-06-24 06:19:00+0000
1025,Rowan Haddad,lead1025@example.com,ads,US,CUSTOMER,2023-07-05 19:36:00+0000
1026,Rowan Nguyen,lead1026@example.com,event,DE,SQL,2023-01-14 11:57:00+0000
1027,Kai Haddad,lead1027@example.com,ads,GB,MQL,2023-05-10 00:41:00+0000
1028,Casey Haddad,lead1028@example.com,event,US,NEW,2024-02-03 08:54:00+0000
1029,Riley Cohen,lead1029@example.com,webform,US,NEW,2023-10-17 04:12:00+0000
1030,Casey Larsson,lead1030@example.com,organic,JP,SQL,2023-06-26 01:14:00+0000
1031,Noa Haddad,lead1031@example.com,referral,NG,CUSTOMER,2023-12-01 21:06:00+0000
1032,Casey Rossi,lead1032@example.com,organic,BR,SQL,2023-11-17 18:26:00+0000
1033,Kai Khan,lead1033@example.com,webform,NG,DISQUALIFIED,2023-08-26 15:47:00+0000
1034,Harper Khan,lead1034@example.com,referral,NG,NEW,2023-12-06 16:27:00+0000
1035,Rowan Haddad,lead1035@example.com,ads,DE,DISQUALIFIED,2023-11-01 14:06:00+0000
1036,Avery Silva,lead1036@example.com,event,DE,DISQUALIFIED,2023-09-13 22:35:00+0000
1037,Morgan Smith,lead1037@example.com,event,DE,NEW,2023-04-30 20:04:00+0000
1038,Kai Haddad,lead1038@example.com,organic,JP,NEW,2023-11-12 06:36:00+0000
1039,Sasha Larsson,lead1039@example.com,webform,BR,CUSTOMER,2023-08-15 04:55:00+0000
1040,Sasha Rossi,lead1040@example.com,referral,SE,MQL,2023-09-29 19:05:00+0000
1041,Jordan Rossi,lead1041@example.com,webform,IN,SQL,2023-07-17 13:48:00+0000
1042,Sasha Silva,lead1042@example.com,referral,JP,CUSTOMER,2023-09-21 01:52:00+0000
1043,Casey Larsson,lead1043@example.com,organic,IN,MQL,2023-02-13 23:17:00+0000
1044,Morgan Garcia,lead1044@example.com,organic,NG,SQL,2023-05-13 15:50:00+0000
1045,Sasha Larsson,lead1045@example.com,referral,US,MQL,2023-09-09 02:08:00+0000
1046,Kai Nguyen,lead1046@example.com,organic,JP,MQL,2023-09-04 18:25:00+0000
1047,Casey Mori,lead1047@example.com,organic,BR,SQL,2023-03-18 12:08:00+0000
1048,Morgan Rossi,lead1048@example.com,webform,IN,SQL,2023-10-14 22:52:00+0000
1049,Quinn Cohen,lead1049@example.com,ads,NG,MQL,2023-06-28 23:32:00+0000
1050,Sasha Silva,lead1050@example.com,event,NG,CUSTOMER,2023-04-28 04:09:00+0000
1051,Avery Garcia,lead1051@example.com,event,BR,SQL,2023-12-26 19:15:00+0000
1052,Morgan Rossi,lead1052@example.com,webform,US,CUSTOMER,2023-08-23 10:51:00+0000
1053,Quinn Smith,lead1053@example.com,event,DE,NEW,2023-05-14 09:29:00+0000
1054,Riley Smith,lead1054@example.com,ads,DE,DISQUALIFIED,2023-09-24 13:00:00+0000
1055,Riley Rossi,lead1055@example.com,organic,SE,SQL,2023-02-17 15:50:00+0000
1056,Morgan Patel,lead1056@example.com,event,US,SQL,2023-10-02 13:48:00+0000
1057,Jordan Patel,lead1057@example.com,referral,DE,NEW,2024-01-28 13:03:00+0000
1058,Casey Haddad,lead1058@example.com,event,US,NEW,2023-07-19 21:33:00+0000
1059,Devin Smith,lead1059@example.com,ads,JP,SQL,2023-02-21 11:45:00+0000
1060,Devin Smith,lead1060@example.com,ads,US,CUSTOMER,2023-07-23 19:20:00+0000
1061,Devin Larsson,lead1061@example.com,event,BR,CUSTOMER,2023-12-26 15:19:00+0000
1062,Avery Smith,lead1062@example.com,ads,NG,SQL,2023-12-23 08:57:00+0000
1063,Devin Nguyen,lead1063@example.com,organic,GB,NEW,2023-04-01 13:05:00+0000
1064,Noa Silva,lead1064@example.com,referral,BR,CUSTOMER,2023-11-20 19:56:00+0000
1065,Jordan Okafor,lead1065@example.com,organic,NG,NEW,2023-01-30 15:20:00+0000
1066,Morgan Garcia,lead1066@example.com,referral,BR,DISQUALIFIED,2023-04-27 00:18:00+0000
1067,Devin Garcia,lead1067@example.com,organic,JP,DISQUALIFIED,2023-12-07 01:53:00+0000
1068,Quinn Haddad,lead1068@example.com,event,JP,MQL,2023-12-02 23:20:00+0000
1069,Morgan Cohen,lead1069@example.com,ads,BR,MQL,2023-02-24 14:51:00+0000
1070,Harper Khan,lead1070@example.com,event,NG,CUSTOMER,2023-11-12 11:47:00+0000
1071,Harper Larsson,lead1071@example.com,referral,SE,SQL,2024-01-13 00:24:00+0000
1072,Casey Mori,lead1072@example.com,event,DE,DISQUALIFIED,2023-09-26 11:30:00+0000
1073,Noa Mori,lead1073@example.com,event,SE,MQL,2023-11-13 21:09:00+0000
1074,Harper Rossi,lead1074@example.com,ads,GB,CUSTOMER,2023-04-14 11:15:00+0000
1075,Kai Haddad,lead1075@example.com,organic,US,CUSTOMER,2023-11-01 08:02:00+0000
1076,Jordan Patel,lead1076@example.com,ads,US,DISQUALIFIED,2023-10-18 22:42:00+0000
1077,Quinn Okafor,lead1077@example.com,webform,DE,SQL,2023-08-14 08:31:00+0000
1078,Devin Cohen,lead1078@example.com,ads,IN,NEW,2023-12-31 12:36:00+0000
1079,Quinn Cohen,lead1079@example.com,webform,NG,CUSTOMER,2023-05-11 14:45:00+0000
